[25/Jan/14, 03:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 65
[25/Jan/14, 03:58:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 03:59:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:07:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:07:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:08:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:10:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:12:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:13:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:14:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:15:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:17:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:20:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:22:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:23:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:24:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:33:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:35:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:37:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:37:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:39:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:43:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:44:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:48:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:50:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 04:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 65
[25/Jan/14, 04:55:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 04:56:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 04:56:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 04:58:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 04:59:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:00:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:03:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:06:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:07:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:09:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:16:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:16:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:17:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:22:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:23:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:26:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:26:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:28:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:30:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 65
[25/Jan/14, 05:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:33:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:35:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:35:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:37:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:38:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.5, humidity: 64
[25/Jan/14, 05:39:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:43:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:44:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:45:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:45:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:47:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:50:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:51:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:51:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:52:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:54:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:54:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 05:56:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 05:58:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:01:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:04:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:04:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:06:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:07:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:12:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:14:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:20:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:22:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:22:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:24:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.5, humidity: 65
[25/Jan/14, 06:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:27:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:29:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:29:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:30:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:37:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:41:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:43:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:48:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 73
[25/Jan/14, 06:48:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:51:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:52:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:53:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 06:55:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 06:56:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 06:59:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:00:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:00:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:03:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:06:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:10:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:10:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:11:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:14:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:14:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:15:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:16:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:17:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:18:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:23:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:26:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:28:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:30:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:37:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:38:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:38:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:40:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:42:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:42:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:45:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:46:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 65
[25/Jan/14, 07:47:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:48:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:50:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 07:50:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 07:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:54:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:55:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:57:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 07:58:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:03:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:04:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:05:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:06:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:08:58] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:11:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:12:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:15:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:16:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:17:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:19:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:31:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:39:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:42:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:44:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:47:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:47:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:48:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:52:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:54:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 08:58:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.6, humidity: 64
[25/Jan/14, 08:59:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 09:02:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:03:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:04:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:07:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:07:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.7, humidity: 64
[25/Jan/14, 09:11:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:13:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:13:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:14:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:16:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:19:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
